State,State Code,District,Party,Candidate,Incumbent,Votes,Pct%
Oregon,OR,6th,Democratic,Salinas ,/,"147,156",50.1%
Oregon,OR,6th,Republican,Erickson ,/,"139,946",47.6%
Oregon,OR,6th,  ,McFarland ,/,"6,762",2.3%
Pennsylvania,PA,1st,Republican,Fitzpatrick* ,Incumbent,"201,567",54.9%
Pennsylvania,PA,1st,Democratic,Ehasz ,/,"165,796",45.1%
Pennsylvania,PA,2nd,Democratic,Boyle* ,Incumbent,"141,229",75.7%
Pennsylvania,PA,2nd,Republican,Bashir ,/,"45,454",24.3%
Pennsylvania,PA,3rd,Democratic,Evans* ,Incumbent,"251,116",95.1%
Pennsylvania,PA,3rd,  ,Hoeppner ,/,"12,820",4.9%
Pennsylvania,PA,4th,Democratic,Dean* ,Incumbent,"224,799",61.3%
Pennsylvania,PA,4th,Republican,Nascimento ,/,"141,986",38.7%
Pennsylvania,PA,5th,Democratic,Scanlon* ,Incumbent,"205,128",65.1%
Pennsylvania,PA,5th,Republican,Galluch ,/,"110,058",34.9%
Pennsylvania,PA,6th,Democratic,Houlahan* ,Incumbent,"190,386",58.3%
Pennsylvania,PA,6th,Republican,Ciarrocchi ,/,"136,097",41.7%
Pennsylvania,PA,7th,Democratic,Wild* ,Incumbent,"151,358",51.0%
Pennsylvania,PA,7th,Republican,Scheller ,/,"145,523",49.0%
Pennsylvania,PA,8th,Democratic,Cartwright* ,Incumbent,"146,502",51.2%
Pennsylvania,PA,8th,Republican,Bognet ,/,"139,468",48.8%
Pennsylvania,PA,9th,Republican,Meuser* ,Incumbent,"208,413",69.3%
Pennsylvania,PA,9th,Democratic,Waldman ,/,"92,258",30.7%
Pennsylvania,PA,10th,Republican,Perry* ,Incumbent,"168,810",53.9%
Pennsylvania,PA,10th,Democratic,Daniels ,/,"144,161",46.1%
Pennsylvania,PA,11th,Republican,Smucker* ,Incumbent,"194,392",61.6%
Pennsylvania,PA,11th,Democratic,Hollister ,/,"121,089",38.4%
Pennsylvania,PA,12th,Democratic,Lee ,/,"184,674",56.2%
Pennsylvania,PA,12th,Republican,Doyle ,/,"143,846",43.8%
Pennsylvania,PA,13th,Republican,Joyce* ,Incumbent,,Uncontested
Pennsylvania,PA,14th,Republican,Reschenthaler* ,Incumbent,,Uncontested
Pennsylvania,PA,15th,Republican,Thompson* ,Incumbent,"213,818",70.0%
Pennsylvania,PA,15th,Democratic,Molesevich ,/,"91,670",30.0%
Pennsylvania,PA,16th,Republican,Kelly* ,Incumbent,"190,064",59.4%
Pennsylvania,PA,16th,Democratic,Pastore ,/,"130,003",40.6%
Pennsylvania,PA,17th,Democratic,Deluzio ,/,"193,393",53.4%
Pennsylvania,PA,17th,Republican,Shaffer ,/,"168,902",46.6%
Rhode Island,RI,1st,Democratic,Cicilline* ,Incumbent,"99,802",64.1%
Rhode Island,RI,1st,Republican,Waters ,/,"55,909",35.9%
Rhode Island,RI,2nd,Democratic,Magaziner ,/,"100,919",50.5%
Rhode Island,RI,2nd,Republican,Fung ,/,"93,637",46.8%
Rhode Island,RI,2nd,Ind.,Gilbert ,/,"5,454",2.7%
South Carolina,SC,1st,Republican,Mace* ,Incumbent,"153,757",56.5%
South Carolina,SC,1st,Democratic,Andrews ,/,"115,796",42.5%
South Carolina,SC,1st,  ,Oddo ,/,"2,634",1.0%
South Carolina,SC,2nd,Republican,Wilson* ,Incumbent,"147,699",60.1%
South Carolina,SC,2nd,Democratic,Larkins ,/,"98,081",39.9%
South Carolina,SC,3rd,Republican,Duncan* ,Incumbent,,Uncontested
South Carolina,SC,4th,Republican,Timmons* ,Incumbent,,Uncontested
South Carolina,SC,5th,Republican,Norman* ,Incumbent,"154,725",64.0%
South Carolina,SC,5th,Democratic,Hundley ,/,"83,299",34.5%
South Carolina,SC,5th,Green Party,Gaither ,/,"3,547",1.5%
South Carolina,SC,6th,Democratic,Clyburn* ,Incumbent,"130,923",62.1%
South Carolina,SC,6th,Republican,Buckner ,/,"79,879",37.9%
South Carolina,SC,7th,Republican,Fry ,/,"164,440",64.9%
South Carolina,SC,7th,Democratic,Scott ,/,"89,030",35.1%
South Dakota,SD, South Dakota’s At-large district,Republican,Dusty Johnson* ,Incumbent,"253,786",77.4%
South Dakota,SD, South Dakota’s At-large district,Libertarian Party,Collin Duprel ,/,"74,010",22.6%
Tennessee,TN,1st,Republican,Harshbarger* ,Incumbent,"147,253",78.3%
Tennessee,TN,1st,Democratic,Parsons ,/,"37,032",19.7%
Tennessee,TN,1st,Ind.,Baker ,/,"2,466",1.3%
Tennessee,TN,1st,Ind.,Makrom ,/,"1,245",0.7%
Tennessee,TN,2nd,Republican,Burchett* ,Incumbent,"141,041",67.9%
Tennessee,TN,2nd,Democratic,Harmon ,/,"66,637",32.1%
Tennessee,TN,3rd,Republican,Fleischmann* ,Incumbent,"136,193",68.3%
Tennessee,TN,3rd,Democratic,Gorman ,/,"60,250",30.2%
Tennessee,TN,3rd,Ind.,Tyler ,/,"1,731",0.9%
Tennessee,TN,3rd,Ind.,Rumba ,/,"1,117",0.6%
Tennessee,TN,4th,Republican,DesJarlais* ,Incumbent,"122,336",70.6%
Tennessee,TN,4th,Democratic,Steele ,/,"44,628",25.7%
Tennessee,TN,4th,Ind.,Winton ,/,"2,834",1.6%
Tennessee,TN,4th,Ind.,Benson ,/,"1,804",1.0%
Tennessee,TN,4th,Ind.,Jones ,/,708,0.4%
Tennessee,TN,4th,Ind.,Chandler ,/,584,0.3%
Tennessee,TN,4th,Ind.,Magyer ,/,454,0.3%
Tennessee,TN,5th,Republican,Ogles ,/,"123,358",55.9%
Tennessee,TN,5th,Democratic,Campbell ,/,"93,375",42.3%
Tennessee,TN,5th,Ind.,Brantley ,/,"2,083",0.9%
Tennessee,TN,5th,Ind.,Cooper ,/,"1,125",0.5%
Tennessee,TN,5th,Ind.,Shannon ,/,846,0.4%
Tennessee,TN,6th,Republican,Rose* ,Incumbent,"129,311",66.3%
Tennessee,TN,6th,Democratic,Cooper ,/,"65,598",33.7%
Tennessee,TN,7th,Republican,Green* ,Incumbent,"108,358",60.0%
Tennessee,TN,7th,Democratic,Kelly ,/,"68,897",38.1%
Tennessee,TN,7th,Ind.,Hooper ,/,"3,423",1.9%
Tennessee,TN,8th,Republican,Kustoff* ,Incumbent,"156,628",73.9%
Tennessee,TN,8th,Democratic,Williams ,/,"51,826",24.4%
Tennessee,TN,8th,Ind.,Hart ,/,"2,532",1.2%
Tennessee,TN,8th,Ind.,Henley ,/,"1,062",0.5%
Tennessee,TN,9th,Democratic,Cohen* ,Incumbent,"93,755",70.0%
Tennessee,TN,9th,Republican,Bergmann ,/,"35,112",26.2%
Tennessee,TN,9th,Ind.,Flinn ,/,"3,348",2.5%
Tennessee,TN,9th,  ,Other candidates,/,"1,644",1.2%
Texas,TX,1st,Republican,Moran ,/,"183,005",78.1%
Texas,TX,1st,Democratic,Jefferson ,/,"51,288",21.9%
Texas,TX,2nd,Republican,Crenshaw* ,Incumbent,"151,369",65.9%
Texas,TX,2nd,Democratic,Fulford ,/,"78,216",34.1%
Texas,TX,3rd,Republican,Self ,/,"163,945",60.6%
Texas,TX,3rd,Democratic,Srivastava ,/,"99,764",36.9%
Texas,TX,3rd,Libertarian Party,Claytor ,/,"6,890",2.5%
Texas,TX,4th,Republican,Fallon* ,Incumbent,"170,467",66.8%
Texas,TX,4th,Democratic,Omere ,/,"78,866",30.9%
Texas,TX,4th,Libertarian Party,Simmons ,/,"6,035",2.4%
Texas,TX,5th,Republican,Gooden* ,Incumbent,"135,990",64.1%
Texas,TX,5th,Democratic,Hill ,/,"71,770",33.8%
Texas,TX,5th,Libertarian Party,Hale ,/,"4,296",2.0%
Texas,TX,6th,Republican,Ellzey* ,Incumbent,,Uncontested
Texas,TX,7th,Democratic,Fletcher* ,Incumbent,"115,390",63.8%
Texas,TX,7th,Republican,Teague ,/,"65,593",36.2%
Texas,TX,8th,Republican,Luttrell ,/,"152,797",68.1%
Texas,TX,8th,Democratic,Jones ,/,"68,485",30.5%
Texas,TX,8th,Libertarian Party,Eriksen ,/,"3,117",1.4%
Texas,TX,9th,Democratic,Green* ,Incumbent,"124,893",76.7%
Texas,TX,9th,Republican,Leon ,/,"38,019",23.3%
Texas,TX,10th,Republican,McCaul* ,Incumbent,"158,784",63.3%
Texas,TX,10th,Democratic,Nuno ,/,"86,123",34.3%
Texas,TX,10th,Libertarian Party,Kelsey ,/,"6,051",2.4%
Texas,TX,11th,Republican,Pfluger* ,Incumbent,,Uncontested
Texas,TX,12th,Republican,Granger* ,Incumbent,"152,732",64.3%
Texas,TX,12th,Democratic,Hunt ,/,"84,879",35.7%
Texas,TX,13th,Republican,Jackson* ,Incumbent,"161,562",75.4%
Texas,TX,13th,Democratic,Brown ,/,"52,739",24.6%
Texas,TX,14th,Republican,Weber* ,Incumbent,"149,317",68.6%
Texas,TX,14th,Democratic,Williams ,/,"68,386",31.4%
Texas,TX,15th,Republican,De La Cruz ,/,"80,869",53.3%
Texas,TX,15th,Democratic,Vallejo ,/,"67,913",44.8%
Texas,TX,15th,Libertarian Party,Leone ,/,"2,808",1.9%
Texas,TX,16th,Democratic,Escobar* ,Incumbent,"94,266",63.3%
Texas,TX,16th,Republican,Armendariz-Jackson ,/,"54,697",36.7%
Texas,TX,17th,Republican,Sessions* ,Incumbent,"144,183",66.5%
Texas,TX,17th,Democratic,Woods ,/,"72,647",33.5%
Texas,TX,18th,Democratic,Jackson Lee* ,Incumbent,"109,968",70.7%
Texas,TX,18th,Republican,Montiel ,/,"40,761",26.2%
Texas,TX,18th,Ind.,Duncan ,/,"2,753",1.8%
Texas,TX,18th,Libertarian Party,Kurtz ,/,"2,044",1.3%
Texas,TX,19th,Republican,Arrington* ,Incumbent,"152,042",80.4%
Texas,TX,19th,Ind.,Lewis ,/,"37,158",19.6%
Texas,TX,20th,Democratic,Castro* ,Incumbent,"114,822",68.4%
Texas,TX,20th,Republican,Sinclair ,/,"53,059",31.6%
Texas,TX,21st,Republican,Roy* ,Incumbent,"206,786",62.9%
Texas,TX,21st,Democratic,Zapata ,/,"121,936",37.1%
Texas,TX,22nd,Republican,Nehls* ,Incumbent,"149,757",62.3%
Texas,TX,22nd,Democratic,Jordan ,/,"85,440",35.5%
Texas,TX,22nd,Libertarian Party,LeBlanc ,/,"5,362",2.2%
Texas,TX,23rd,Republican,Gonzales* ,Incumbent,"116,172",55.9%
Texas,TX,23rd,Democratic,Lira ,/,"80,430",38.7%
Texas,TX,23rd,Ind.,Lopez ,/,"11,123",5.4%
Texas,TX,24th,Republican,Van Duyne* ,Incumbent,"177,121",59.8%
Texas,TX,24th,Democratic,McDowell ,/,"119,097",40.2%
Texas,TX,25th,Republican,Williams* ,Incumbent,,Uncontested
Texas,TX,26th,Republican,Burgess* ,Incumbent,"183,379",69.3%
Texas,TX,26th,Libertarian Party,Kolls ,/,"81,208",30.7%
Texas,TX,27th,Republican,Cloud* ,Incumbent,"133,286",64.5%
Texas,TX,27th,Democratic,Perez ,/,"73,370",35.5%
Texas,TX,28th,Democratic,Cuellar* ,Incumbent,"93,393",56.6%
Texas,TX,28th,Republican,Garcia ,/,"71,564",43.4%
Texas,TX,29th,Democratic,Garcia* ,Incumbent,"71,379",71.4%
Texas,TX,29th,Republican,Schafranek ,/,"28,635",28.6%
Texas,TX,30th,Democratic,Crockett ,/,"134,011",75.0%
Texas,TX,30th,Republican,Rodgers ,/,"39,022",21.8%
Texas,TX,30th,Ind.,Manning ,/,"3,807",2.1%
Texas,TX,30th,Libertarian Party,Gray ,/,"1,862",1.0%
Texas,TX,31st,Republican,Carter* ,Incumbent,,Uncontested
Texas,TX,32nd,Democratic,Allred* ,Incumbent,"115,350",65.3%
Texas,TX,32nd,Republican,Swad ,/,"61,232",34.7%
Texas,TX,33rd,Democratic,Veasey* ,Incumbent,"81,764",72.0%
Texas,TX,33rd,Republican,Gillespie ,/,"29,099",25.6%
Texas,TX,33rd,Libertarian Party,Ashby ,/,"2,736",2.4%
Texas,TX,34th,Democratic,Gonzalez* ,Incumbent,"70,759",52.7%
Texas,TX,34th,Republican,Flores* ,Incumbent,"59,404",44.3%
Texas,TX,34th,Ind.,Royal ,/,"4,076",3.0%
Texas,TX,35th,Democratic,Casar ,/,"129,084",72.6%
Texas,TX,35th,Republican,McQueen ,/,"48,831",27.4%
Texas,TX,36th,Republican,Babin* ,Incumbent,"145,142",69.5%
Texas,TX,36th,Democratic,Haire ,/,"63,697",30.5%
Texas,TX,37th,Democratic,Doggett* ,Incumbent,"219,149",76.8%
Texas,TX,37th,Republican,Garcia Sharon ,/,"59,879",21.0%
Texas,TX,37th,Libertarian Party,Patterson ,/,"6,329",2.2%
Texas,TX,38th,Republican,Hunt ,/,"162,992",63.0%
Texas,TX,38th,Democratic,Klussmann ,/,"91,768",35.5%
Texas,TX,38th,Ind.,Dejean ,/,"3,953",1.5%
Utah,UT,1st,Republican,Moore* ,Incumbent,"178,434",67.0%
Utah,UT,1st,Democratic,Jones ,/,"87,986",33.0%
Utah,UT,2nd,Republican,Stewart* ,Incumbent,"154,883",59.7%
Utah,UT,2nd,Democratic,Mitchell ,/,"88,224",34.0%
Utah,UT,2nd,  ,McFarland ,/,"8,622",3.3%
Utah,UT,2nd,  ,Easley ,/,"7,670",3.0%
Utah,UT,3rd,Republican,Curtis* ,Incumbent,"182,497",64.4%
Utah,UT,3rd,Democratic,Wright ,/,"83,687",29.5%
Utah,UT,3rd,Libertarian Party,Stoddard ,/,"8,287",2.9%
Utah,UT,3rd,  ,Cummings ,/,"4,874",1.7%
Utah,UT,3rd,  ,Heineman ,/,"4,035",1.4%
Utah,UT,4th,Republican,Owens* ,Incumbent,"155,110",61.1%
Utah,UT,4th,Democratic,McDonald ,/,"82,181",32.4%
Utah,UT,4th,  ,Walker ,/,"16,740",6.6%
Vermont,VT, Vermont’s At-large district,Democratic,Becca Balint ,/,"175,484",62.7%
Vermont,VT, Vermont’s At-large district,Republican,Liam Madden ,/,"78,167",27.9%
Vermont,VT, Vermont’s At-large district,Libertarian Party,Ericka Redic ,/,"12,563",4.5%
Vermont,VT, Vermont’s At-large district,Ind.,Matt Druzba ,/,"5,686",2.0%
Vermont,VT, Vermont’s At-large district,Ind.,Luke Talbot ,/,"4,412",1.6%
Vermont,VT, Vermont’s At-large district,Ind.,Adam Ortiz ,/,"3,370",1.2%
Virginia,VA,1st,Republican,Wittman* ,Incumbent,"197,789",56.5%
Virginia,VA,1st,Democratic,Jones ,/,"148,884",42.5%
Virginia,VA,1st,Ind.,Foster ,/,"3,391",1.0%
Virginia,VA,2nd,Republican,Kiggans ,/,"153,328",51.7%
Virginia,VA,2nd,Democratic,Luria* ,Incumbent,"143,219",48.3%
Virginia,VA,3rd,Democratic,Scott* ,Incumbent,"139,659",67.4%
Virginia,VA,3rd,Republican,Namkung ,/,"67,668",32.6%
Virginia,VA,4th,Democratic,McEachin* ,Incumbent,"159,912",64.4%
Virginia,VA,4th,Republican,Benjamin ,/,"88,587",35.6%
Virginia,VA,5th,Republican,Good* ,Incumbent,"177,191",57.7%
Virginia,VA,5th,Democratic,Throneburg ,/,"129,996",42.3%
Virginia,VA,6th,Republican,Cline* ,Incumbent,"173,352",64.5%
Virginia,VA,6th,Democratic,Lewis ,/,"95,410",35.5%
Virginia,VA,7th,Democratic,Spanberger* ,Incumbent,"143,357",52.3%
Virginia,VA,7th,Republican,Vega ,/,"130,586",47.7%
Virginia,VA,8th,Democratic,Beyer* ,Incumbent,"197,760",73.7%
Virginia,VA,8th,Republican,Lipsman ,/,"66,589",24.8%
Virginia,VA,8th,Ind.,Fikre ,/,"4,078",1.5%
Virginia,VA,9th,Republican,Griffith* ,Incumbent,"182,207",73.4%
Virginia,VA,9th,Democratic,DeVaughan ,/,"66,027",26.6%
Virginia,VA,10th,Democratic,Wexton* ,Incumbent,"157,405",53.3%
Virginia,VA,10th,Republican,Cao ,/,"138,163",46.7%
Virginia,VA,11th,Democratic,Connolly* ,Incumbent,"193,190",66.9%
Virginia,VA,11th,Republican,Myles ,/,"95,634",33.1%
Washington,WA,1st,Democratic,DelBene* ,Incumbent,"181,992",63.6%
Washington,WA,1st,Republican,Cavaleri ,/,"104,329",36.4%
Washington,WA,2nd,Democratic,Larsen* ,Incumbent,"202,980",60.2%
Washington,WA,2nd,Republican,Matthews ,/,"134,335",39.8%
Washington,WA,3rd,Democratic,Gluesenkamp Perez ,/,"160,314",50.4%
Washington,WA,3rd,Republican,Kent ,/,"157,685",49.6%
Washington,WA,4th,Republican,Newhouse* ,Incumbent,"150,619",68.1%
Washington,WA,4th,Democratic,White ,/,"70,710",31.9%
Washington,WA,5th,Republican,McMorris Rodgers* ,Incumbent,"188,648",59.7%
Washington,WA,5th,Democratic,Hill ,/,"127,585",40.3%
Washington,WA,6th,Democratic,Kilmer* ,Incumbent,"208,710",60.1%
Washington,WA,6th,Republican,Kreiselmaier ,/,"138,754",39.9%
Washington,WA,7th,Democratic,Jayapal* ,Incumbent,"295,998",85.7%
Washington,WA,7th,Republican,Moon ,/,"49,207",14.3%
Washington,WA,8th,Democratic,Schrier* ,Incumbent,"179,003",53.4%
Washington,WA,8th,Republican,Larkin ,/,"155,976",46.6%
Washington,WA,9th,Democratic,Smith* ,Incumbent,"171,746",71.7%
Washington,WA,9th,Republican,Basler ,/,"67,631",28.3%
Washington,WA,10th,Democratic,Strickland* ,Incumbent,"152,544",57.1%
Washington,WA,10th,Republican,Swank ,/,"114,777",42.9%
West Virginia,WV,1st,Republican,Miller* ,Incumbent,"151,511",66.7%
West Virginia,WV,1st,Democratic,Watson ,/,"65,428",28.8%
West Virginia,WV,1st,Ind.,Fox-Spencer ,/,"10,257",4.5%
West Virginia,WV,2nd,Republican,Mooney* ,Incumbent,"160,493",65.6%
West Virginia,WV,2nd,Democratic,Wendell ,/,"84,278",34.4%
Wisconsin,WI,1st,Republican,Steil* ,Incumbent,"162,566",54.1%
Wisconsin,WI,1st,Democratic,Roe ,/,"135,791",45.2%
Wisconsin,WI,1st,Ind.,Barman ,/,"2,247",0.7%
Wisconsin,WI,2nd,Democratic,Pocan* ,Incumbent,"268,740",71.0%
Wisconsin,WI,2nd,Republican,Olsen ,/,"101,889",26.9%
Wisconsin,WI,2nd,Ind.,Alexander ,/,"7,689",2.0%
Wisconsin,WI,3rd,Republican,Van Orden ,/,"164,633",51.8%
Wisconsin,WI,3rd,Democratic,Pfaff ,/,"152,939",48.2%
Wisconsin,WI,4th,Democratic,Moore* ,Incumbent,"192,226",75.4%
Wisconsin,WI,4th,Republican,Rogers ,/,"57,660",22.6%
Wisconsin,WI,4th,Ind.,Raymond ,/,"5,165",2.0%
Wisconsin,WI,5th,Republican,Fitzgerald* ,Incumbent,"243,734",64.4%
Wisconsin,WI,5th,Democratic,Van Someren ,/,"134,572",35.6%
Wisconsin,WI,6th,Republican,Grothman* ,Incumbent,,Uncontested
Wisconsin,WI,7th,Republican,Tiffany* ,Incumbent,"209,270",61.9%
Wisconsin,WI,7th,Democratic,Ausman ,/,"128,895",38.1%
Wisconsin,WI,8th,Republican,Gallagher* ,Incumbent,"223,806",73.5%
Wisconsin,WI,8th,Ind.,Boucher ,/,"48,757",16.0%
Wisconsin,WI,8th,Libertarian Party,VandenPlas ,/,"32,043",10.5%
Wyoming,WY, Wyoming’s At-large district,Republican,Harriet Hageman ,/,"132,215",69.8%
Wyoming,WY, Wyoming’s At-large district,Democratic,Lynnette GreyBull ,/,"47,241",24.9%
Wyoming,WY, Wyoming’s At-large district,Libertarian Party,Richard Brubaker ,/,"5,420",2.9%
Wyoming,WY, Wyoming’s At-large district,  ,Marissa Selvig ,/,"4,503",2.4%
